file_name,observer_name,type_grating,spatial_frequency,contrast_level,rgb_min,rgb_max,scase1_reversals,scase2_reversals
re SCSF 134.txt,re,Compound,0.1,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.3981, 0.79432, 0.3981, 0.56234, 0.28183, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234]","[0.19952, 0.3981, 0.14125, 0.19952, 0.050118, 0.070794, 0.025118, 0.050118, 0.035481, 0.050118, 0.035481, 0.14125]"
re SCSF 183.txt,re,Compound,0.398,100.0,"[0, 0, 0]","[1000, 152, 0]","[1.5848, 3.1622, 1.5848, 2.2387, 0.79432, 2.2387, 1.122, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387]","[3.1622, 6.3095, 2.2387, 3.1622, 1.5848, 2.2387, 1.5848, 3.1622, 1.122, 1.5848, 1.122, 3.1622]"
re SCSF 137.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[1000, 152, 0]","[25.118, 50.118, 25.118, 50.118, 17.782, 25.118, 6.3095, 8.9125, 2.2387, 3.1622, 1.5848, 2.2387]","[1.5848, 25.118, 8.9125, 17.782, 4.4668, 8.9125, 1.5848, 12.589, 3.1622, 4.4668, 3.1622, 6.3095]"
re SCSF 98.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[705, 107, 0]","[0.19952, 6.3095, 0.79432, 1.122, 0.79432, 3.1622, 2.2387, 3.1622, 0.56234, 1.122, 0.79432, 1.5848]","[6.3095, 12.589, 3.1622, 4.4668, 3.1622, 4.4668, 2.2387, 3.1622, 2.2387, 4.4668, 1.5848, 2.2387]"
re SCSF 42.txt,re,Luminance,1.585,100.0,"[0, 0, 0]","[705, 107, 0]","[12.589, 25.118, 12.589, 17.782, 12.589, 17.782, 6.3095, 8.9125, 6.3095, 12.589, 2.2387, 6.3095]","[6.3095, 25.118, 17.782, 25.118, 8.9125, 12.589, 8.9125, 17.782, 4.4668, 8.9125, 4.4668, 6.3095]"
re SCSF 114.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.79432, 1.5848, 0.79432, 1.5848, 0.56234, 0.79432, 0.3981, 1.5848, 1.122, 1.5848, 0.79432, 1.122]","[0.0, 3.1622, 1.122, 2.2387, 0.79432, 1.122, 0.79432, 3.1622, 1.122, 1.5848, 0.79432, 1.122]"
mj SCSF 43.txt,mj,Compound,1.0,100.0,"[0, 0, 0]","[700, 211, 0]","[0.79432, 1.5848, 0.56234, 0.79432, 0.56234, 1.122, 0.79432, 1.122, 0.56234, 1.122, 0.56234, 0.79432]","[0.3981, 0.79432, 0.28183, 0.56234, 0.28183, 0.79432, 0.56234, 1.122, 0.56234, 0.79432, 0.56234, 0.79432]"
re SCSF 186.txt,re,Compound,0.251,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.79432, 3.1622, 1.5848, 2.2387, 1.122, 1.5848, 0.79432, 1.5848, 0.79432, 1.5848, 0.79432, 2.2387]","[0.79432, 3.1622, 1.122, 1.5848, 0.56234, 0.79432, 0.56234, 1.122, 0.79432, 1.122, 0.79432, 1.5848]"
kh SCSF 7.txt,kh,Luminance,1.0,100.0,"[0, 0, 0]","[705, 0]","[1.5848, 3.1622, 0.79432, 1.122, 0.19952, 1.122, 0.79432, 1.122, 0.56234, 0.79432, 0.56234, 0.79432]","[0.3981, 0.79432, 0.56234, 1.122, 0.3981, 1.122, 0.79432, 1.122, 0.56234, 1.122, 0.79432, 1.122]"
re SCSF 104.txt,re,Compound,0.158,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.3981, 0.79432, 0.28183, 0.3981, 0.28183, 0.3981, 0.28183, 0.56234, 0.28183, 0.56234, 0.28183, 0.3981]","[0.3981, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234, 0.19952, 0.28183, 0.14125, 0.19952, 0.14125, 0.3981]"
re SCSF 11.txt,re,Equiluminance,0.1,100.0,"[0, 107, 0]","[705, 0, 0]","[0.3981, 1.5848, 0.79432, 1.122, 0.56234, 1.5848, 0.56234, 1.122, 0.79432, 1.122, 0.3981, 0.56234]","[0.79432, 1.5848, 0.56234, 1.122, 0.79432, 1.5848, 0.56234, 1.122, 0.56234, 0.79432, 0.56234, 1.122]"
kh SCSF 33.txt,kh,Luminance,1.0,100.0,"[0, 0, 0]","[705, 0]","[50.118, 1.5848, 2.2387, 1.5848, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622, 0.79432, 1.122, 0.56234]","[0.79432, 3.1622, 1.122, 2.2387, 1.5848, 2.2387, 0.79432, 1.5848, 1.122, 1.5848, 1.122, 1.5848]"
mj SCSF 44.txt,mj,Compound,0.158,100.0,"[0, 0, 0]","[700, 211, 0]","[6.3095, 12.589, 0.79432, 1.5848, 0.19952, 0.28183, 0.19952, 0.28183, 0.19952, 0.28183, 0.19952, 0.79432]","[0.79432, 1.5848, 0.28183, 0.79432, 0.56234, 1.122, 0.56234, 3.1622, 2.2387, 3.1622, 0.56234, 1.122]"
re SCSF 66.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[705, 107, 0]","[3.1622, 6.3095, 1.122, 3.1622, 2.2387, 3.1622, 1.5848, 2.2387, 1.5848, 4.4668, 1.5848, 2.2387]","[3.1622, 6.3095, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387, 0.79432, 1.5848, 0.79432, 1.5848]"
mj SCSF 86.txt,mj,Compound,1.585,100.0,"[0, 0, 0]","[700, 211, 0]","[1.5848, 6.3095, 4.4668, 8.9125, 6.3095, 8.9125, 3.1622, 6.3095, 3.1622, 6.3095, 4.4668, 8.9125]","[6.3095, 12.589, 3.1622, 6.3095, 3.1622, 12.589, 4.4668, 12.589, 4.4668, 12.589, 8.9125, 12.589]"
re SCSF 80.txt,re,Compound,0.0631,100.0,"[0, 0, 0]","[705, 107, 0]","[0.19952, 0.3981, 0.28183, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234, 0.28183, 0.79432, 0.19952, 0.3981]","[0.3981, 0.79432, 0.0, 0.3981, 0.28183, 0.56234, 0.28183, 0.3981, 0.19952, 0.28183, 0.19952, 0.28183]"
re SCSF 196.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[1000, 152, 0]","[10.0, 6.3095, 8.9125, 6.3095, 17.782, 0.79432, 1.5848, 1.122, 2.2387, 1.5848, 2.2387, 1.122]","[12.589, 25.118, 4.4668, 8.9125, 2.2387, 3.1622, 0.56234, 1.5848, 0.56234, 1.5848, 1.122, 1.5848]"
mj SCSF 47.txt,mj,Compound,0.398,100.0,"[0, 0, 0]","[700, 211, 0]","[0.79432, 1.5848, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.3981, 0.56234, 0.3981, 1.122]","[0.3981, 0.79432, 0.56234, 1.122, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.122, 0.56234, 0.79432]"
mj SCSF 56.txt,mj,Equiluminance,1.0,100.0,"[0, 211, 0]","[700, 0, 0]","[1.5848, 3.1622, 2.2387, 3.1622, 2.2387, 4.4668, 2.2387, 3.1622, 1.122, 1.5848, 1.122, 1.5848]","[3.1622, 6.3095, 3.1622, 8.9125, 4.4668, 8.9125, 4.4668, 6.3095, 3.1622, 4.4668, 3.1622, 4.4668]"
re SCSF 95.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 6.3095, 1.5848, 3.1622, 2.2387, 3.1622, 1.122, 1.5848, 1.122, 2.2387, 1.5848, 2.2387]","[1.5848, 12.589, 6.3095, 8.9125, 3.1622, 4.4668, 2.2387, 3.1622, 2.2387, 4.4668, 3.1622, 4.4668]"
mj SCSF 72.txt,mj,Compound,0.251,100.0,"[0, 0, 0]","[700, 211, 0]","[0.3981, 0.79432, 0.3981, 0.56234, 0.3981, 0.79432, 0.56234, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234]","[0.3981, 0.79432, 0.56234, 0.79432, 0.3981, 0.79432, 0.56234, 1.122, 0.3981, 0.56234, 0.3981, 0.79432]"
kh SCSF 92.txt,kh,Compound,0.251,100.0,"[0, 0, 0]","[705, 200, 0]","[0.0, 0.3981, 0.19952, 0.3981, 0.28183, 0.56234, 0.28183, 0.3981, 0.19952, 0.56234, 0.3981, 0.56234]","[0.19952, 0.79432, 0.3981, 0.56234, 0.28183, 0.56234, 0.3981, 0.56234, 0.19952, 0.28183, 0.19952, 0.56234]"
re SCSF 20.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[705, 107, 0]","[0.3981, 0.79432, 0.56234, 0.79432, 0.28183, 0.56234, 0.3981, 0.56234, 0.28183, 0.3981, 0.28183, 0.56234]","[6.3095, 12.589, 0.56234, 1.122, 0.56234, 0.79432, 0.3981, 0.79432, 0.28183, 0.3981, 0.28183, 0.56234]"
re SCSF 208.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[705, 107, 0]","[6.3095, 12.589, 3.1622, 4.4668, 1.5848, 2.2387, 1.5848, 6.3095, 4.4668, 8.9125, 1.5848, 8.9125]","[6.3095, 12.589, 4.4668, 8.9125, 1.5848, 3.1622, 2.2387, 3.1622, 2.2387, 4.4668, 1.122, 2.2387]"
re SCSF 97.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 6.3095, 4.4668, 6.3095, 1.5848, 3.1622, 2.2387, 6.3095, 2.2387, 3.1622, 2.2387, 3.1622]","[6.3095, 12.589, 1.122, 3.1622, 1.122, 3.1622, 2.2387, 3.1622, 1.5848, 4.4668, 1.122, 1.5848]"
re SCSF 73.txt,re,Equiluminance,0.1,100.0,"[0, 107, 0]","[705, 0, 0]","[6.3095, 12.589, 1.122, 1.5848, 0.79432, 1.122, 0.56234, 0.79432, 0.3981, 0.56234, 0.3981, 0.79432]","[0.79432, 1.5848, 1.122, 1.5848, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 1.122, 0.79432, 1.5848]"
kh SCSF 24.txt,kh,Compound,0.398,100.0,"[0, 0, 0]","[705, 200, 0]","[50.118, 0.3981, 0.56234, 0.3981, 0.56234, 0.28183, 0.3981, 0.28183, 0.56234, 0.3981, 0.56234, 0.28183]","[0.19952, 0.3981, 0.28183, 0.79432, 0.56234, 0.79432, 0.3981, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234]"
mj SCSF 28.txt,mj,Compound,0.251,100.0,"[0, 0, 0]","[700, 211, 0]","[0.79432, 1.5848, 1.122, 1.5848, 0.79432, 1.5848, 0.79432, 1.122, 0.56234, 0.79432, 0.3981, 1.5848]","[0.19952, 0.79432, 0.3981, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234, 0.28183, 0.79432, 0.56234, 0.79432]"
re SCSF 34.txt,re,Equiluminance,0.158,100.0,"[0, 107, 0]","[705, 0, 0]","[0.79432, 3.1622, 1.122, 1.5848, 0.56234, 1.5848, 0.28183, 0.79432, 0.14125, 0.3981, 0.28183, 0.3981]","[0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.3981, 1.122, 0.79432, 1.122]"
re SCSF 182.txt,re,Compound,0.1,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.0, 0.79432, 0.28183, 0.56234, 0.3981, 0.56234, 0.28183, 0.3981, 0.19952, 0.28183, 0.19952, 0.79432]","[0.19952, 0.3981, 0.19952, 0.3981, 0.28183, 0.56234, 0.28183, 0.3981, 0.28183, 0.3981, 0.19952, 0.28183]"
kh SCSF 76.txt,kh,Luminance,0.0631,100.0,"[0, 0, 0]","[705, 0]","[50.118, 6.3095, 8.9125, 4.4668, 6.3095, 3.1622, 4.4668, 3.1622, 6.3095, 3.1622, 4.4668, 3.1622]","[6.3095, 12.589, 2.2387, 4.4668, 3.1622, 4.4668, 1.5848, 6.3095, 4.4668, 6.3095, 1.5848, 2.2387]"
mj SCSF 21.txt,mj,Compound,0.1,100.0,"[0, 0, 0]","[700, 211, 0]","[0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 1.122, 0.28183, 0.3981, 0.28183, 0.56234, 0.3981, 0.79432]","[3.1622, 6.3095, 0.79432, 1.122, 0.28183, 0.56234, 0.28183, 0.3981, 0.28183, 0.3981, 0.28183, 0.56234]"
mj SCSF 41.txt,mj,Equiluminance,0.1,100.0,"[0, 211, 0]","[700, 0, 0]","[1.5848, 6.3095, 4.4668, 6.3095, 4.4668, 6.3095, 2.2387, 4.4668, 3.1622, 6.3095, 4.4668, 8.9125]","[0.79432, 3.1622, 2.2387, 3.1622, 2.2387, 4.4668, 3.1622, 4.4668, 3.1622, 4.4668, 3.1622, 6.3095]"
mj SCSF 80.txt,mj,Equiluminance,0.631,100.0,"[0, 211, 0]","[700, 0, 0]","[1.5848, 6.3095, 3.1622, 6.3095, 3.1622, 4.4668, 2.2387, 4.4668, 3.1622, 4.4668, 3.1622, 4.4668]","[1.5848, 6.3095, 2.2387, 3.1622, 2.2387, 4.4668, 1.5848, 4.4668, 3.1622, 4.4668, 1.122, 1.5848]"
re SCSF 106.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.0, 0.3981, 0.28183, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432]","[0.0, 0.19952, 0.14125, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234, 0.28183, 0.56234]"
kh SCSF 80.txt,kh,Compound,0.0631,100.0,"[0, 0, 0]","[705, 200, 0]","[0.3981, 0.79432, 0.3981, 0.56234, 0.3981, 0.79432, 0.56234, 1.122, 0.79432, 1.122, 0.56234, 1.5848]","[0.79432, 1.5848, 1.122, 1.5848, 1.122, 1.5848, 0.56234, 0.79432, 0.3981, 0.56234, 0.3981, 0.79432]"
mj SCSF 55.txt,mj,Equiluminance,0.1,100.0,"[0, 211, 0]","[700, 0, 0]","[1.5848, 3.1622, 1.5848, 2.2387, 1.122, 1.5848, 1.122, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387]","[0.0, 0.3981, 0.28183, 1.5848, 1.122, 2.2387, 1.5848, 2.2387, 1.122, 2.2387, 1.122, 1.5848]"
mj SCSF 46.txt,mj,Compound,0.1,100.0,"[0, 0, 0]","[700, 211, 0]","[0.3981, 1.5848, 1.122, 1.5848, 1.122, 1.5848, 0.19952, 0.79432, 0.3981, 0.79432, 0.3981, 1.122]","[0.19952, 1.5848, 0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.28183, 0.56234, 0.19952, 0.56234]"
kh SCSF 9.txt,kh,Equiluminance,0.1,100.0,"[0, 0]","[705, 0, 0]","[1.5848, 6.3095, 4.4668, 6.3095, 4.4668, 6.3095, 3.1622, 4.4668, 3.1622, 6.3095, 4.4668, 6.3095]","[50.118, 3.1622, 6.3095, 3.1622, 4.4668, 3.1622, 4.4668, 3.1622, 6.3095, 4.4668, 6.3095, 3.1622]"
kh SCSF 72.txt,kh,Compound,0.1,100.0,"[0, 0, 0]","[705, 200, 0]","[0.79432, 1.5848, 0.79432, 1.122, 0.79432, 1.122, 0.56234, 1.122, 0.79432, 1.122, 0.79432, 1.122]","[0.79432, 1.5848, 0.56234, 0.79432, 0.56234, 1.122, 0.56234, 1.5848, 0.3981, 0.79432, 0.56234, 1.122]"
mj SCSF 51.txt,mj,Luminance,0.398,100.0,"[0, 0, 0]","[700, 211, 0]","[0.3981, 1.5848, 1.122, 1.5848, 0.56234, 1.122, 0.56234, 1.122, 0.79432, 1.5848, 0.28183, 1.5848]","[0.79432, 1.5848, 0.56234, 1.122, 0.3981, 0.56234, 0.3981, 1.122, 0.79432, 3.1622, 0.79432, 1.122]"
kh SCSF 69.txt,kh,Compound,0.251,100.0,"[0, 0, 0]","[705, 200, 0]","[0.0, 0.19952, 0.070794, 0.14125, 0.0, 0.14125, 0.0, 0.3981, 0.19952, 0.3981, 0.28183, 0.3981]","[0.19952, 0.3981, 0.28183, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234, 0.0, 0.14125, 0.0, 0.79432]"
kh SCSF 25.txt,kh,Compound,0.158,100.0,"[0, 0, 0]","[705, 200, 0]","[0.19952, 0.79432, 0.56234, 0.79432, 0.3981, 0.56234, 0.3981, 0.79432, 0.3981, 0.56234, 0.3981, 0.79432]","[0.3981, 0.79432, 0.56234, 0.79432, 0.3981, 0.79432, 0.3981, 0.56234, 0.19952, 0.3981, 0.19952, 0.79432]"
re SCSF 13.txt,re,Equiluminance,1.585,100.0,"[0, 107, 0]","[705, 0, 0]","[3.1622, 6.3095, 0.79432, 3.1622, 1.5848, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622]","[3.1622, 6.3095, 2.2387, 4.4668, 0.79432, 1.122, 0.56234, 0.79432, 0.28183, 0.56234, 0.3981, 0.79432]"
kh SCSF 74.txt,kh,Luminance,0.0398,100.0,"[0, 0, 0]","[705, 0]","[6.3095, 12.589, 3.1622, 6.3095, 3.1622, 4.4668, 3.1622, 8.9125, 2.2387, 3.1622, 2.2387, 4.4668]","[6.3095, 12.589, 4.4668, 6.3095, 1.5848, 2.2387, 1.5848, 4.4668, 1.5848, 2.2387, 1.5848, 3.1622]"
re SCSF 62.txt,re,Luminance,1.585,100.0,"[0, 0, 0]","[705, 107, 0]","[12.589, 10.0, 70.794, 10.0, 17.782, 25.118, 12.589, 25.118, 12.589, 25.118, 6.3095, 8.9125]","[6.3095, 50.118, 35.481, 70.794, 50.118, 70.794, 17.782, 25.118, 17.782, 25.118, 12.589, 17.782]"
re SCSF 128.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.79432, 1.5848, 1.122, 4.4668, 0.79432, 1.5848, 0.79432, 1.5848, 1.122, 2.2387, 1.5848, 2.2387]","[1.5848, 3.1622, 0.79432, 1.5848, 1.122, 2.2387, 0.56234, 0.79432, 0.56234, 1.122, 0.56234, 0.79432]"
kh SCSF 62.txt,kh,Compound,1.0,100.0,"[0, 0, 0]","[705, 200, 0]","[50.118, 3.1622, 4.4668, 3.1622, 6.3095, 3.1622, 6.3095, 2.2387, 12.589, 8.9125, 17.782, 2.2387]","[12.589, 25.118, 6.3095, 12.589, 6.3095, 8.9125, 2.2387, 3.1622, 2.2387, 4.4668, 2.2387, 4.4668]"
kh SCSF 44.txt,kh,Compound,1.585,100.0,"[0, 0, 0]","[705, 200, 0]","[12.589, 25.118, 6.3095, 8.9125, 4.4668, 8.9125, 4.4668, 12.589, 6.3095, 8.9125, 6.3095, 8.9125]","[10.0, 6.3095, 8.9125, 4.4668, 6.3095, 3.1622, 4.4668, 1.5848, 4.4668, 2.2387, 3.1622, 2.2387]"
kh SCSF 55.txt,kh,Compound,0.398,100.0,"[0, 0, 0]","[705, 200, 0]","[0.3981, 1.5848, 0.3981, 2.2387, 0.56234, 1.122, 0.56234, 1.122, 0.79432, 1.122, 0.3981, 0.56234]","[0.79432, 1.5848, 0.3981, 0.56234, 0.3981, 0.79432, 0.19952, 0.79432, 0.56234, 1.122, 0.79432, 1.122]"
re SCSF 71.txt,re,Equiluminance,0.158,100.0,"[0, 107, 0]","[705, 0, 0]","[0.79432, 1.5848, 1.122, 1.5848, 0.56234, 1.5848, 0.79432, 1.122, 0.56234, 1.122, 0.56234, 1.5848]","[0.79432, 1.5848, 0.56234, 0.79432, 0.56234, 1.5848, 0.79432, 1.5848, 0.56234, 0.79432, 0.56234, 1.122]"
re SCSF 74.txt,re,Equiluminance,0.0398,100.0,"[0, 107, 0]","[705, 0, 0]","[1.5848, 3.1622, 1.5848, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622, 1.5848, 2.2387, 0.79432, 2.2387]","[1.5848, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622, 0.79432, 1.122, 0.79432, 2.2387, 1.5848, 2.2387]"
kh SCSF 19.txt,kh,Compound,1.0,100.0,"[0, 0, 0]","[705, 200, 0]","[3.1622, 6.3095, 0.79432, 1.5848, 1.122, 1.5848, 0.56234, 1.122, 0.79432, 1.122, 0.79432, 2.2387]","[50.118, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.122, 0.56234, 1.5848, 1.122, 3.1622, 1.5848]"
mj SCSF 16.txt,mj,Equiluminance,0.398,100.0,"[0, 211, 0]","[700, 0, 0]","[3.1622, 6.3095, 3.1622, 4.4668, 0.79432, 1.5848, 1.122, 1.5848, 1.122, 1.5848, 1.122, 2.2387]","[0.3981, 1.5848, 0.79432, 1.5848, 0.79432, 1.5848, 1.122, 3.1622, 1.5848, 3.1622, 2.2387, 3.1622]"
re SCSF 161.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[1000, 152, 0]","[10.0, 6.3095, 8.9125, 3.1622, 8.9125, 3.1622, 6.3095, 4.4668, 6.3095, 3.1622, 8.9125, 4.4668]","[0.79432, 12.589, 6.3095, 8.9125, 6.3095, 12.589, 8.9125, 17.782, 8.9125, 25.118, 8.9125, 17.782]"
re SCSF 202.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[705, 107, 0]","[25.118, 50.118, 8.9125, 17.782, 12.589, 17.782, 8.9125, 25.118, 12.589, 25.118, 17.782, 25.118]","[6.3095, 12.589, 8.9125, 12.589, 8.9125, 12.589, 6.3095, 17.782, 8.9125, 25.118, 12.589, 17.782]"
re SCSF 203.txt,re,Compound,0.158,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 3.1622, 0.14125, 1.5848, 0.79432, 1.5848, 0.3981, 0.56234, 0.3981, 1.122, 0.56234, 0.79432]","[0.3981, 0.79432, 0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 1.5848, 0.79432, 1.5848, 1.122, 1.5848]"
mj SCSF 4.txt,mj,Luminance,0.1,100.0,"[0, 0, 0]","[700, 211, 0]","[3.1622, 6.3095, 2.2387, 4.4668, 1.5848, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 0.79432, 3.1622]","[3.1622, 6.3095, 1.5848, 2.2387, 1.5848, 3.1622, 2.2387, 4.4668, 1.5848, 4.4668, 1.5848, 4.4668]"
re SCSF 102.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 3.1622, 1.5848, 3.1622, 2.2387, 3.1622, 0.79432, 1.5848, 1.122, 4.4668, 2.2387, 3.1622]","[1.5848, 3.1622, 1.5848, 3.1622, 2.2387, 3.1622, 2.2387, 4.4668, 3.1622, 25.118, 2.2387, 3.1622]"
re SCSF 181.txt,re,Compound,0.158,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.3981, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981, 0.79432, 0.28183, 0.3981, 0.28183, 0.79432]","[0.19952, 0.3981, 0.28183, 0.56234, 0.3981, 0.79432, 0.3981, 0.56234, 0.19952, 0.3981, 0.14125, 0.56234]"
re SCSF 25.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[705, 107, 0]","[0.19952, 0.79432, 0.56234, 0.79432, 0.3981, 0.56234, 0.28183, 0.56234, 0.3981, 0.56234, 0.3981, 0.79432]","[0.79432, 1.5848, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 1.122, 0.28183, 1.122, 0.79432, 1.122]"
re SCSF 52.txt,re,Compound,0.158,100.0,"[0, 0, 0]","[705, 107, 0]","[0.19952, 0.79432, 0.56234, 1.122, 0.56234, 1.122, 0.56234, 0.79432, 0.28183, 0.3981, 0.28183, 0.56234]","[3.1622, 6.3095, 0.79432, 1.122, 0.56234, 0.79432, 0.56234, 0.79432, 0.28183, 0.79432, 0.56234, 1.5848]"
kh SCSF 59.txt,kh,Luminance,0.251,100.0,"[0, 0, 0]","[705, 0]","[10.0, 0.79432, 1.122, 0.79432, 1.5848, 1.122, 2.2387, 1.122, 1.5848, 0.79432, 1.5848, 1.122]","[1.5848, 6.3095, 1.122, 1.5848, 0.3981, 0.79432, 0.28183, 0.3981, 0.28183, 0.79432, 0.56234, 1.5848]"
re SCSF 201.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[705, 107, 0]","[3.1622, 6.3095, 3.1622, 12.589, 8.9125, 12.589, 3.1622, 6.3095, 3.1622, 8.9125, 6.3095, 12.589]","[0.79432, 6.3095, 4.4668, 8.9125, 6.3095, 8.9125, 6.3095, 8.9125, 3.1622, 8.9125, 6.3095, 17.782]"
re SCSF 124.txt,re,Compound,0.158,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.3981, 0.79432, 0.56234, 0.79432, 0.28183, 0.56234, 0.19952, 0.28183, 0.19952, 0.28183, 0.0, 0.56234]","[0.79432, 1.5848, 0.3981, 0.79432, 0.56234, 0.79432, 0.28183, 0.3981, 0.19952, 0.28183, 0.19952, 0.28183]"
re SCSF 187.txt,re,Compound,0.158,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.79432, 1.5848, 0.56234, 0.79432, 0.3981, 0.79432, 0.56234, 1.122, 0.56234, 1.122, 0.56234, 0.79432]","[0.19952, 0.79432, 0.56234, 1.122, 0.56234, 0.79432, 0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432]"
kh SCSF 13.txt,kh,Equiluminance,0.251,100.0,"[0, 0]","[0, 0]","[6.3095, 12.589, 4.4668, 6.3095, 3.1622, 6.3095, 3.1622, 6.3095, 4.4668, 8.9125, 3.1622, 4.4668]","[6.3095, 12.589, 6.3095, 8.9125, 3.1622, 6.3095, 3.1622, 12.589, 4.4668, 6.3095, 3.1622, 4.4668]"
mj SCSF 19.txt,mj,Equiluminance,0.251,100.0,"[0, 211, 0]","[700, 0, 0]","[0.79432, 1.5848, 0.79432, 1.122, 0.3981, 2.2387, 0.79432, 1.122, 0.56234, 1.5848, 1.122, 2.2387]","[0.79432, 1.5848, 0.79432, 1.5848, 1.122, 2.2387, 1.5848, 2.2387, 0.79432, 3.1622, 1.5848, 2.2387]"
re SCSF 61.txt,re,Luminance,1.0,100.0,"[0, 0, 0]","[705, 107, 0]","[6.3095, 25.118, 8.9125, 12.589, 8.9125, 25.118, 6.3095, 12.589, 3.1622, 8.9125, 4.4668, 12.589]","[6.3095, 12.589, 6.3095, 12.589, 4.4668, 8.9125, 3.1622, 4.4668, 1.5848, 4.4668, 3.1622, 4.4668]"
re SCSF 200.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.79432, 3.1622, 2.2387, 12.589, 8.9125, 12.589, 3.1622, 4.4668, 1.5848, 2.2387, 1.122, 2.2387]","[3.1622, 6.3095, 4.4668, 6.3095, 3.1622, 6.3095, 1.5848, 3.1622, 0.79432, 1.5848, 0.79432, 1.5848]"
kh SCSF 89.txt,kh,Compound,0.1,100.0,"[0, 0, 0]","[705, 200, 0]","[0.3981, 0.79432, 0.3981, 0.56234, 0.28183, 0.3981, 0.19952, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234]","[0.0, 0.3981, 0.19952, 0.3981, 0.28183, 0.3981, 0.19952, 0.28183, 0.19952, 0.3981, 0.28183, 0.56234]"
re SCSF 112.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.79432, 1.5848, 1.122, 2.2387, 1.122, 1.5848, 0.79432, 2.2387, 1.5848, 2.2387, 0.79432, 2.2387]","[0.79432, 1.5848, 0.79432, 1.5848, 1.122, 1.5848, 1.122, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387]"
kh SCSF 28.txt,kh,Compound,0.631,100.0,"[0, 0, 0]","[705, 200, 0]","[50.118, 0.19952, 0.28183, 0.14125, 0.19952, 0.14125, 0.19952, 0.0, 0.3981, 0.19952, 0.3981, 0.28183]","[0.19952, 0.3981, 0.28183, 0.3981, 0.19952, 0.56234, 0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432]"
